,MDAMB231_siTP53_rep1,MDAMB231_siTP53_rep2,MDAMB231_siTP53_rep3,MDAMB231_siCtrl_rep1,MDAMB231_siCtrl_rep2,MDAMB231_siCtrl_rep3
SH2D4B,4,4,3,5,3,3
SLC16A12,95,116,105,32,40,23
CC2D2B,15,18,15,15,25,12
ENO4,200,226,234,231,291,211
C10orf143,3,4,5,4,6,0
GVINP1,25,34,40,36,58,33
INSC,5,8,3,3,1,4
C11orf96,8,6,5,19,17,10
LIPT2,57,74,36,43,47,35
VSTM5,13,12,8,19,16,7
RPL13AP20,143,157,123,110,143,119
REP15,11,5,14,18,28,12
C12orf75,1042,1266,997,1465,1890,1291
CFAP73,362,451,383,447,506,345
KMT5A,2010,2295,2064,2284,2727,1950
LINC00944,7,7,7,4,7,7
C1QTNF9B,7,6,6,6,6,6
SHISA2,1160,1447,1226,1076,1139,913
NHLRC3,535,579,599,567,712,529
TOMM20L,13,16,12,16,18,15
RHOB,635,779,625,527,752,431
KRT19,9877,11929,9378,10033,13714,7835
CCDC9B,3986,4542,4069,5128,5888,4251
TNFAIP8L3,3,4,2,11,6,0
GOLGA2P7,176,206,174,249,299,189
UBE2Q2P1,49,41,38,44,51,37
SPATA41,4,8,7,6,12,6
PRR25,3,5,3,1,3,1
KRT32,2,2,0,8,6,1
SBK1,6,11,6,14,11,9
LOC388242,34,28,24,18,27,20
C16orf87,198,225,199,210,313,221
LOC388282,2,4,8,5,11,5
C16orf86,27,18,25,31,30,25
GLTPD2,7,14,7,10,19,18
INCA1,37,35,38,31,50,31
SCIMP,5,5,7,4,8,3
C17orf100,66,73,56,56,66,41
TMEM220,31,36,31,28,43,23
LRRC75A,1740,2136,1634,1640,2008,1508
CCDC103,80,84,79,87,100,75
RPRML,4,3,4,5,5,1
YPEL2,248,246,269,136,151,113
LINC02875,1,1,6,2,7,4
LOC388436,7,11,6,11,17,12
LYPLA2P2,10,7,6,6,5,7
KRT34,5,7,5,9,17,8
ZNF788P,438,500,432,1019,1283,909
RPSAP58,1491,1851,1371,1685,2161,1513
RGS9BP,17,20,21,17,19,18
ZNF790,151,147,192,200,233,158
CEACAM22P,5,1,7,9,2,2
CEACAM16,7,16,17,9,12,8
BLOC1S3,381,510,377,363,372,281
ZNF808,328,345,353,399,602,382
ZNF888,218,233,182,331,396,263
ZNF761,176,166,171,235,251,208
TMEM238,47,62,34,74,70,28
ZNF470,391,435,413,426,502,390
ZNF749,253,256,225,320,373,260
ZNF324B,208,273,240,270,320,204
LOC388572,25,26,24,33,31,22
RPL23AP87,17,23,18,22,22,24
C1QTNF12,10,10,7,5,5,9
SMIM1,6,5,3,9,7,6
RNF207,245,312,338,293,352,237
TRNP1,36,43,37,65,81,57
DIPK1A,324,350,371,466,608,440
NOTCH2NLA,551,576,552,748,1097,630
LINC01138,96,110,92,97,151,113
LYSMD1,149,144,140,120,165,126
HRNR,319,292,346,339,360,270
FLG2,13,16,20,15,25,14
KRT81,33,31,31,117,130,19
C1orf53,56,76,50,72,79,48
TMEM81,58,40,40,52,50,35
CAPN8,257,295,326,72,109,77
COA6,215,241,187,269,307,266
LINC02897,16,16,16,14,17,14
SMIM26,438,481,386,409,520,355
EFCAB8,116,167,136,151,232,99
SNHG17,305,378,332,480,561,370
FAM209B,6,3,5,4,2,3
MIR99AHG,24,28,40,20,33,28
CCDC188,27,38,31,28,36,32
LRRC75B,122,143,115,76,68,64
OGFRP1,7,7,5,4,4,2
MFSD2B,113,132,90,138,181,123
BOLA3,304,361,278,435,511,382
C2orf81,118,141,104,119,157,94
C2orf68,1042,1147,1010,1034,1291,894
RHOC,4474,5452,4299,4930,6325,3938
SP5,63,72,45,80,130,74
PLEKHM3,465,506,496,563,609,486
SNORC,57,49,68,71,73,56
CDHR4,8,13,9,7,7,6
INKA1,21,19,23,29,28,21
MUSTN1,21,27,25,25,25,25
VGLL3,214,229,228,123,177,120
LEKR1,10,19,19,15,14,8
LOC389199,68,77,88,87,99,53
KRT86,98,143,103,77,79,57
SMIM20,263,284,265,224,351,222
BEND4,9,3,3,19,31,18
ING2-DT,15,13,24,24,22,19
ANXA2R,15,10,7,14,14,5
PROB1,162,186,185,143,186,117
C5orf46,42,45,40,10,15,21
ARHGEF37,79,114,84,48,60,37
PSMG4,239,265,215,301,379,245
CLPSL2,4,6,4,8,5,5
BNIP5,4,1,5,5,1,2
SAMD5,98,110,120,157,238,134
RBAKDN,1,5,4,4,2,3
KTN1,12753,14063,12531,13512,16413,12566
GTF2IRD2B,201,249,203,148,206,127
CCZ1P-OR7E38P,182,241,212,209,295,160
LAMTOR4,435,559,395,489,661,389
FEZF1,90,87,75,138,153,129
LOC389602,416,421,391,297,321,235
TNFRSF10A-DT,110,109,106,145,161,109
NUGGC,4,3,2,5,3,4
XKR9,186,217,210,214,282,177
RBM12B,754,832,835,985,1287,879
MAFA,1,2,0,6,5,2
L1CAM,3445,4053,3510,4864,5891,4031
GLIDR,154,190,159,190,234,169
SPATA31D4,7,7,4,3,3,1
SPATA31D3,7,8,4,3,3,3
LOC389765,103,94,82,96,104,92
PTGES2-AS1,6,13,12,16,15,5
IER5L,453,502,477,489,606,354
CFAP77,2,3,5,3,3,4
AJM1,74,97,65,103,92,60
LRRC26,43,65,64,81,83,49
LOC389831,151,150,129,149,204,166
LOC389834,183,242,165,159,202,179
MAP3K15,161,160,155,167,235,139
USP27X,75,54,54,78,82,60
PAGE2B,6,10,6,3,5,4
UBE2NL,0,1,2,2,4,7
AFF3,3157,3522,3136,3049,3752,2623
CSAG3,3,3,6,10,9,11
LOC389906,107,105,110,117,138,95
C1QL3,22,25,22,28,43,28
ACAT2,1440,1690,1328,1967,2466,1651
RND3,1923,2250,1929,1764,2136,1670
NKX1-2,6,6,3,5,3,5
LAG3,7,7,9,8,10,19
LAIR1,4,9,4,2,2,3
LAIR2,26,26,28,10,25,7
HERC2P10,4,4,4,3,2,1
UBAP1L,50,45,54,33,52,25
SKOR1,25,32,38,19,15,16
GDPGP1,71,69,59,82,122,72
PABPN1L,5,5,1,3,3,3
LAMA2,23,33,21,31,39,36
LOC390877,11,13,14,20,27,11
LAMA3,1838,1943,2057,2709,3249,2397
NUDT19,578,652,609,743,885,661
ZNF793,3,0,4,3,9,2
ACP7,32,44,27,48,73,43
ERFL,25,28,22,15,20,10
PINLYP,96,109,116,55,63,44
ZNF818P,79,97,88,107,142,110
ZNF805,436,479,436,496,632,542
RHOG,1053,1314,1054,1273,1582,980
LAMA4,743,878,860,884,1069,821
FRRS1,88,85,75,203,273,201
LAMA5,15495,18335,17508,21107,24234,15815
VSIG8,7,10,6,4,12,12
LAMB1,1114,1316,1169,2071,2672,1788
SPINT4,2,1,5,1,11,1
LAMB2,8075,9528,8686,9266,11349,7390
PTRHD1,326,402,306,254,345,230
LAMB3,15731,19531,16746,18631,22227,14226
LAMC1,11266,12611,11687,12386,14793,10889
LAMP1,6351,7443,6260,5911,7345,4894
TRIM61,44,61,48,81,81,63
LAMC2,2629,2903,2605,3814,4604,3168
ARHGAP1,2355,2764,2416,2457,3237,2161
LAMP2,7439,8443,7233,7482,9726,7112
RPSA,18638,23762,17974,20824,26975,16621
FAM221B,5,3,4,3,4,1
STMN1,13462,15395,12324,17012,21589,15927
ARL13A,12,22,13,16,21,14
AGMO,8,10,3,9,8,2
LASP1,21722,26113,21394,26413,32083,21261
LBP,16,21,16,20,26,13
ARHGAP4,38,46,29,31,45,17
LBR,4335,4766,4182,5334,6831,4877
LCAT,155,179,155,145,210,144
LCK,18,17,18,36,51,29
LCN2,26,26,37,26,28,23
LCP1,147,196,125,164,186,124
LCT,3,9,5,8,15,11
LDHA,52115,60124,49232,65778,84166,56698
ARHGAP5,10468,11100,10821,10444,12917,9889
LDHB,9107,10670,8698,11760,15244,10194
LDHC,15,1,1,0,0,0
LDLR,20188,23938,20937,20692,26110,16699
LEPR,458,529,505,516,684,424
LETM1,2229,2807,2307,2522,2830,1977
LFNG,2535,3030,2579,1831,2408,1460
LGALS1,11156,13947,10463,14501,18619,11119
LGALS2,8,15,13,3,8,6
LGALS3,2023,2396,1899,2553,3251,2271
LGALS3BP,15225,18594,15530,16147,20067,12782
ARHGDIA,10168,12509,10017,13062,15534,9646
LGALS8,2620,2734,2662,3910,4616,3625
LGALS9,55,76,53,87,104,60
ARHGDIB,2359,2744,2303,2640,3266,2295
LHB,7,7,9,6,11,9
LIF,2344,2608,2263,2393,3097,1995
LIFR,1578,1636,1647,2347,2701,2272
LIG1,2061,2465,1962,3288,3927,2484
LIG3,1006,1077,1054,1282,1520,1010
LIG4,701,768,717,686,860,673
ABLIM1,1787,2031,1761,2754,3190,2272
LIMK1,2282,2735,2239,2399,2858,1859
LIMK2,361,458,395,605,699,453
LIMS1,912,1087,983,1188,1508,1083
LIPA,3453,3896,3300,2937,3616,2654
LIPC,9,10,8,8,9,9
LIPE,88,136,130,151,203,109
FADS1,8674,9948,8682,10312,13143,8895
LLGL2,739,927,778,590,664,388
SPRED3,424,494,410,528,688,462
TMEM200B,437,480,413,527,653,399
FADS3,511,565,507,586,764,487
SLC25A35,292,359,281,383,497,390
LLGL1,1889,2360,1941,2405,2909,1870
MEX3D,859,1072,875,825,929,553
FAM102A,3265,3983,3383,2156,2421,1635
ZNF321P,23,29,24,27,36,22
HEATR4,28,28,23,34,44,29
MYO18A,5998,6919,6261,6600,7298,5167
SHC4,19,34,28,21,39,20
LINC02649,9,14,23,16,25,16
LINC02656,10,8,12,4,6,8
GATA3-AS1,2,3,3,10,9,2
MIR1915HG,81,85,82,82,102,80
LINC00999,124,101,102,83,101,65
BMS1P1,336,286,372,351,519,327
LMAN1,6893,7388,6918,6444,7948,5942
C10orf88B,46,55,48,58,62,56
EEF1AKMT2,531,566,481,651,805,588
EDRF1-DT,24,19,20,9,19,16
SPRNP1,1,4,7,8,5,5
LINC01002,208,254,240,248,279,208
LOC399900,10,8,3,11,16,4
PCNX3,2563,2973,2640,2872,3323,2186
MIR100HG,1112,1099,1121,974,1363,1004
GSEC,31,32,31,23,33,25
LOC399975,258,275,249,182,214,192
SNX19,2771,3146,2911,3586,4195,3038
ARL1,2611,2952,2606,2130,2696,1963
LMNA,19783,24411,19562,27096,33820,20142
LINC00938,100,133,83,136,174,98
LINC02381,17,16,22,20,5,11
C12orf76,164,195,170,81,113,81
LMNB1,3844,4430,3587,6006,7877,5292
LINC03033,107,98,95,58,109,74
FOXN3-AS1,15,17,10,17,19,12
DICER1-AS1,24,22,19,9,16,12
HERC2P2,1328,1399,1529,1381,1707,1245
LINC02915,2,2,4,1,8,3
ST20,40,47,42,38,39,25
FAM174B,249,274,239,315,344,263
LOC400499,8,5,11,11,19,8
LMO2,13,15,3,18,30,21
KNOP1,640,695,633,823,1067,692
CRYM-AS1,0,8,4,7,3,3
NSMCE1-DT,2,3,4,1,8,2
LOC400541,55,66,61,73,93,60
C17orf97,52,44,41,37,40,29
MED11,231,332,249,299,373,249
GRAPL,5,9,4,13,13,7
TOB1-AS1,2,8,2,6,3,3
SOX9-AS1,15,29,22,15,24,15
LINC00511,19,9,13,12,6,5
LOC400627,13,10,10,6,17,8
LINC00668,14,20,15,8,19,10
LINC01443,106,92,97,81,96,76
LINC02864,386,448,429,489,579,450
ZNF407-AS1,88,83,79,74,92,67
ZNF516-DT,4,15,11,6,10,8
VMAC,51,75,66,49,56,33
DPY19L3-DT,34,42,37,29,31,29
LINC01801,5,3,2,3,3,1
PRICKLE3,862,1048,847,1155,1379,967
SIGLEC16,4,9,8,5,11,1
ZNF880,264,298,295,267,302,258
ZNF772,425,468,420,563,832,509
FAM87B,5,6,9,4,7,7
LINC02783,18,25,29,7,15,3
SH2D5,47,71,68,119,117,92
NCMAP,18,8,7,11,15,12
LINC01144,5,6,4,6,12,6
GBP1P1,5,1,1,7,9,19
LRRC8C-DT,6,7,8,8,17,4
MIR137HG,161,145,165,168,181,152
C1orf226,421,510,412,523,702,415
C1orf220,50,50,50,63,75,44
LMO7,8122,8894,7931,8267,10346,7569
FLJ39095,29,31,23,17,16,14
NBPF9,1412,1584,1479,1997,2408,1684
C20orf202,9,18,18,4,4,3
BCRP2,21,27,18,19,21,14
CHCHD10,225,288,198,269,260,183
TPTEP2,17,10,16,12,17,6
MIRLET7BHG,115,138,126,100,123,54
LINC01376,8,7,10,6,9,13
LINC01121,26,23,35,22,37,13
EML6,1980,2287,2058,2288,2899,2017
LINC01122,5,9,4,9,7,6
PCBP1-AS1,54,48,45,59,78,60
PAIP2B,135,162,153,132,201,144
RGPD1,50,60,48,48,52,53
ANKRD36C,174,183,212,309,500,320
ACOXL-AS1,5,4,3,9,6,6
SLC20A1-DT,17,16,16,8,22,14
LMX1B,4,3,2,6,7,6
NOC2LP2,3,6,5,6,8,7
HAGLR,522,604,513,511,632,466
FSIP2,688,732,771,614,778,631
C2orf66,10,7,10,6,6,8
LINC01940,18,30,29,9,9,8
LINC00960,92,101,93,129,151,101
MBNL1-AS1,127,124,143,150,160,124
C3orf80,11,9,5,16,7,9
FLJ42393,2,0,2,3,6,2
ATP13A3-DT,8,9,12,14,22,10
C4orf48,253,348,214,340,331,207
DTHD1,5,11,4,0,4,4
LOC401127,3,3,4,4,3,1
CCSER1,23,19,25,18,35,21
LINC01061,91,95,93,74,103,67
C4orf3,1386,1536,1275,1180,1714,1186
LINC02145,5,3,3,2,4,2
LNPEP,2947,3175,3001,3953,4837,3758
C5orf63,33,22,17,24,23,23
LINC01011,36,51,42,20,42,24
HTATSF1P2,1103,1287,1082,1198,1511,1067
CASC15,7,6,5,1,3,1
LINC00243,7,7,6,2,11,4
SAPCD1,44,52,49,40,59,42
LOC401261,78,82,96,53,77,47
TRAM2-AS1,163,192,145,159,206,156
KLHL31,23,22,15,13,25,10
LINC00242,3,6,6,9,17,9
ZNF815P,63,90,69,73,116,56
GARS1-DT,261,297,307,253,325,200
LINC00997,85,98,92,146,159,108
RASA4CP,19,37,19,24,25,22
LINC02902,0,3,5,5,3,2
LINC01446,53,65,56,92,109,94
SMIM30,465,506,422,479,642,463
POT1-AS1,10,14,7,13,20,17
OR2A20P,19,22,21,34,35,31
ATP6V0E2-AS1,45,50,60,127,139,97
RBIS,390,380,376,391,523,378
GASAL1,65,76,67,165,187,115
SAMD12,463,522,511,519,586,465
VLDLR-AS1,27,33,35,43,46,28
LOX,3117,3651,3222,1248,1620,1162
TOMM5,1157,1369,1051,1462,1802,1263
ZNF658B,77,98,87,89,110,73
CENPP,350,385,334,440,567,385
C9orf152,97,102,92,78,117,77
SNX30,1889,2023,1866,1223,1686,1093
WDR38,111,151,112,164,167,107
LINC01451,6,4,9,6,9,5
LINC02908,2,2,4,3,4,2
FAM166A,490,677,482,740,893,553
CD99P1,27,22,21,30,45,40
LINC02595,8,7,17,20,23,14
ZNF674-AS1,96,108,90,107,127,77
LOXL1,347,435,374,671,817,467
SLC25A53,54,71,61,59,84,51
GOLGA7B,77,70,99,46,47,38
LOXL2,12149,14522,12791,14942,17945,11836
FIGNL2,4,2,5,2,1,2
ZNF833P,47,54,44,53,87,43
LDLRAD2,516,647,587,441,478,336
ARL2,1538,2017,1530,1790,2179,1332
SRRD,431,510,415,645,816,541
ANAPC1P6,13,9,13,14,12,14
OR5K2,3,6,5,2,6,5
CFAP99,10,2,3,2,4,1
RPL21P44,8,4,7,9,9,6
LPL,23,32,25,32,52,27
OR2A42,3,1,3,2,6,2
XKRX,17,14,23,11,23,12
LINC01000,1373,1546,1530,1589,1832,1339
KPNA7,60,66,60,13,23,15
SPACDR,17,37,36,12,9,10
LPP,3659,3905,4084,3975,4967,3624
IGLON5,1,8,4,2,4,2
UFSP1,20,8,17,20,27,19
IFITM10,545,674,555,413,436,321
ARL3,675,796,677,826,1117,701
FOSL2-AS1,4,9,10,3,7,5
PLPP6,111,128,94,91,146,98
LERFS,94,89,71,96,92,72
MGC70870,14,18,8,15,22,12
ZBTB34,792,953,809,670,832,577
LRCH4,1070,1289,1158,1073,1314,826
LRP1,2804,3346,3182,3042,3534,2275
LRP2,21,21,20,18,21,13
LRP3,26,31,19,24,31,21
LRP4,82,77,93,200,234,165
LRP6,3483,3775,3668,3284,3827,2979
CUEDC1,1895,2264,1931,1847,2169,1426
LRP5,12486,15314,13010,12644,15429,9729
WDFY3-AS2,129,121,124,72,101,62
LINC01561,12,15,8,9,8,6
CTXN1,294,325,295,245,302,161
C6orf201,281,355,302,332,472,297
HOXB-AS3,12,12,4,12,14,11
YY2,76,59,76,97,118,82
LRPAP1,2989,3559,2763,3368,4189,2730
LSAMP,21,15,19,12,41,9
C16orf74,32,72,39,61,70,36
LSP1,6,3,2,7,4,10
DENND10,853,1013,860,1010,1263,941
LINC01194,5,4,2,6,7,4
CACTIN-AS1,150,205,172,185,224,134
GTF2H5,391,464,382,484,626,396
LSS,2856,3557,3068,2480,3003,1918
ANKHD1-EIF4EBP3,2396,2567,2516,2809,3340,2447
LTA4H,2109,2389,2032,2543,3190,2235
LTA,15,5,4,11,17,8
ARNT,1297,1473,1248,1640,1999,1387
LTB,17,11,15,30,27,22
LTBP1,1730,1980,1733,1494,1936,1298
LTBP2,1109,1329,1200,1106,1247,885
LTBP3,1480,1760,1644,1530,1812,1078
LTBR,1685,2002,1641,1757,2255,1427
LTC4S,10,10,6,0,8,4
LTF,9,15,10,1,9,5
DUOXA2,12,7,12,11,16,8
ERVFRD-1,1,3,3,6,4,0
LTK,24,19,27,44,38,24
BCAM,626,771,626,1029,1238,876
ARNTL,376,470,391,353,487,364
LUM,22,14,14,3,14,8
LY6E,1149,1565,1233,1909,2294,1439
CD180,3,8,1,6,7,3
LY75,152,142,146,234,273,225
LYL1,404,510,412,495,609,394
LYN,473,612,524,535,595,433
MIRLET7B,7,5,4,3,5,4
MIRLET7D,13,8,7,8,14,8
MIRLET7I,6,3,2,5,3,1
MIR103A2,0,1,4,4,2,4
LYZ,377,431,360,223,324,244
MIR106B,5,10,5,4,6,5
MIR125B1,5,6,7,1,4,3
MIR137,11,24,15,16,22,12
MIR138-1,13,14,16,22,19,9
MIR146A,4,4,7,4,3,2
MIR181B1,4,1,3,0,5,1
MIR186,18,12,20,8,15,14
MIR197,3,3,4,1,4,1
MIR198,46,55,48,121,147,112
MIR21,12,10,12,5,6,6
MIR210,14,18,16,15,16,4
ARR3,16,9,17,15,32,13
TACSTD2,1464,1869,1488,1512,1658,1150
MIR22,66,86,76,38,41,38
MIR221,42,69,72,42,58,39
MIR222,9,8,6,1,7,7
MIR23A,7,4,3,2,4,0
MIR23B,13,19,18,6,10,5
MIR24-1,18,21,15,11,13,7
MIR24-2,10,8,7,5,4,3
MIR25,21,27,21,20,36,26
MIR27A,6,8,3,2,3,1
MIR27B,28,28,29,10,14,11
MIR29B2,6,4,5,4,6,4
MIR29C,7,6,11,5,10,8
MIR30C2,2,4,7,9,12,13
MIR7-1,10,16,7,12,10,8
MIR93,7,11,11,11,13,6
TM4SF1,5169,5703,4813,5423,7151,4997
EPCAM,198,235,188,302,371,232
M6PR,1110,1259,1093,1417,1829,1251
CAPRIN1,8948,10150,8843,14121,16393,11716
NBR1,5112,5827,5078,5568,7027,4940
LOC407835,29,38,28,29,32,20
MIR17HG,58,67,63,123,141,102
TNFSF12-TNFSF13,179,220,167,194,250,147
ARRB1,3635,4362,3585,2690,3260,2264
CDRT15P3,10,12,10,10,8,3
NOMO3,2546,2876,2538,3090,3706,2572
LOC408186,46,50,37,49,78,50
MARCKS,6868,7907,6481,6106,7391,5410
MXD1,1018,1043,920,766,934,719
MAD2L1,842,876,715,1932,2692,1771
SMAD1,120,125,110,137,222,131
SMAD2,2186,2469,2206,2452,2969,2006
SMAD3,6977,7768,7061,8359,9972,7064
SMAD4,1642,1827,1716,1749,2335,1630
ARRB2,239,295,235,337,400,243
SMAD5,2442,2714,2437,3097,3640,2749
SMAD6,389,437,354,497,596,434
SMAD7,179,283,219,159,191,128
SMAD9,69,76,60,76,91,70
MAF,22,28,13,18,20,20
MAFG,2570,3040,2499,2479,3052,2016
ASIC1,105,127,130,167,174,107
ARSA,302,324,297,199,270,152
MAGEA1,1,1,0,5,5,5
MAGEA2,25,36,31,26,26,22
MAGEA3,80,88,77,139,163,106
MAGEA6,254,300,234,411,532,367
ARSB,676,812,666,643,754,545
MAGEA11,5,8,1,7,11,7
MAGEA12,92,117,100,121,148,99
MAGEB2,18,10,12,41,41,30
MAGOH,701,702,607,957,1124,751
MAK,40,35,49,53,105,51
MAL,10,9,10,4,6,3
STS,411,469,398,421,502,378
MAN1A1,337,403,365,476,593,450
MAN2A2,678,823,739,901,1090,751
MAN2C1,834,981,928,850,1078,672
MAN2A1,4406,4800,4496,4434,5355,3953
MAN2B1,2563,2990,2704,2950,3611,2303
MANBA,165,176,178,156,192,133
MAOA,205,244,221,600,772,541
MAOB,11,15,9,26,23,11
MAP1A,16,19,17,23,26,18
MAP1B,10333,10877,10495,16296,18787,13685
MAP2,87,77,84,102,99,65
MAP4,14630,17058,14809,13862,16748,11506
MAP6,27,44,26,37,53,35
MAPT,44,59,37,43,55,47
MARK1,127,149,127,164,213,161
ARSD,129,132,121,85,99,85
MARK3,2930,3147,2807,2891,3546,2460
TBC1D3B,64,60,67,41,42,35
TBC1D3C,135,139,151,86,105,65
MARS1,3452,4072,3518,4799,5901,3910
ACBD7,284,300,240,272,330,205
C10orf105,1,4,2,3,5,3
AGAP6,199,228,217,235,252,197
CCNYL2,8,5,4,3,12,5
CELF2-AS1,12,6,7,11,9,5
ZNF32-AS1,40,38,39,41,62,35
ZNF32-AS2,63,72,58,69,80,63
GLUD1P2,6,8,5,9,8,8
AGAP12P,99,93,109,107,130,109
DIP2C-AS1,5,4,4,5,15,3
C10orf55,1045,1372,1025,2557,3048,1929
SHLD2P1,119,142,145,116,135,129
DNAJC9-AS1,79,86,76,56,72,60
IDNK,119,154,128,186,218,155
MAT2A,6174,6652,6352,7611,9541,6556
MATN1,13,11,11,20,26,15
MATN2,379,475,407,397,470,382
HCG15,78,96,78,75,120,72
BMS1P18,98,95,105,84,109,72
HCG23,3,3,6,4,3,2
HCG25,238,276,257,260,325,221
HCG18,1909,2031,1892,2111,2706,1817
HCG17,17,21,20,18,28,24
MATN3,15,22,16,106,142,90
BLID,10,4,8,10,21,9
MAX,909,1080,877,1170,1409,986
DENND6B,66,94,71,55,59,31
C8orf82,649,853,685,682,832,500
ARSL,23,29,21,23,34,21
MAZ,2724,3605,2750,3344,4007,2467
MB,18,34,24,48,65,37
PIM3,1049,1189,995,1053,1313,794
STX19,5,3,2,1,9,2
MBD1,1903,2233,2103,2083,2416,1683
MBL2,9,7,5,2,3,2
MBNL1,5263,5845,5490,5760,6939,5287
MBP,5186,5978,5215,6780,8248,5930
MC1R,226,278,254,345,393,273
MCAM,3219,3807,3151,4546,5584,3750
MCC,172,216,198,314,428,255
CHST6,4,5,6,10,16,10
MCF2,8,9,7,12,14,11
MCL1,7762,8601,7623,9742,12690,8576
MCM2,1704,2095,1659,3262,3982,2447
MCM3,6327,7552,6096,10240,12705,8684
MCM4,3841,4486,3768,6376,7896,5420
MCM5,1701,2114,1689,3020,3848,2305
MCM6,1348,1679,1374,2848,3575,2354
MCM7,5140,6394,5246,8165,10079,6478
CD46,8434,9139,8788,6549,8385,6311
ADAM11,27,16,28,17,14,12
MDFI,14,9,8,18,19,9
DNAJB9,514,540,422,335,491,376
MDH1,3394,3890,3117,4464,5899,3870
MDH2,3221,3956,3007,4173,5190,3164
MDK,728,845,665,1079,1387,843
MDM2,1279,1407,1286,2247,3181,2043
MDM4,1715,1798,1817,1669,2212,1692
ME1,441,493,433,511,658,457
ME2,590,640,550,860,1102,762
MEA1,3074,3657,2983,4158,5323,3458
MECP2,3941,4425,4139,3797,4408,3000
MEF2A,2664,2796,2650,1910,2582,1842
BORCS8-MEF2B,177,184,181,167,225,131
MEF2C,940,1079,982,918,1080,848
MEF2D,2780,3337,2837,2754,3379,2291
ARVCF,87,100,87,82,93,59
MEIS1,47,66,60,79,88,72
MEIS2,154,175,159,305,356,236
MEIS3P1,452,526,463,491,645,442
MAP3K1,1206,1254,1206,1350,1685,1264
MAP3K3,1692,2025,1648,1949,2122,1448
MAP3K4,888,961,961,1093,1271,930
MAP3K5,397,412,424,740,934,666
RAB8A,4398,5283,4242,5333,6663,4555
MEN1,1329,1591,1395,1506,1781,1144
MEP1B,3,1,4,5,4,1
MEST,506,555,460,569,658,457
MET,5139,5812,5478,6291,7553,5248
METTL1,204,213,163,276,310,225
MFAP1,850,973,795,1015,1268,935
MFAP2,251,316,264,241,281,185
MFAP3,1089,1137,1094,1495,1827,1401
MFAP4,83,90,95,96,113,77
MFGE8,2400,3016,2433,2368,2984,1965
MELTF,2789,3408,2837,2720,3322,2031
MFNG,68,68,59,67,87,48
MGAT1,2976,3668,3019,3017,3705,2380
MGAT2,2642,3081,2545,3120,3830,2691
MGAT5,871,992,995,1573,1861,1318
MIA2,2285,2545,2367,1698,2141,1627
KITLG,350,455,390,420,519,375
MGST1,1191,1366,1164,1486,1933,1310
MGST2,279,306,255,310,434,292
MGST3,629,762,593,815,1064,680
CIITA,1292,1433,1386,1460,1958,1318
CD99,2622,3042,2441,2457,3112,2199
ASAH1,830,882,766,864,1088,787
MICB,2266,2755,2228,1749,2177,1517
MID1,1565,1736,1626,1413,1659,1186
MIF,1783,2401,1804,2228,2824,1670
MIPEP,217,280,209,287,356,246
MITF,1144,1221,1177,996,1200,894
ATXN3,611,752,675,684,939,647
MKI67,20014,21941,21471,32026,34124,26835
MKLN1,2722,2850,2868,2305,2700,2069
MLF1,348,404,372,475,624,399
MLH1,1509,1796,1512,2157,2616,1842
MAP3K9,1611,1822,1708,1625,1956,1442
MAP3K10,620,768,659,533,643,436
MAP3K11,1683,2107,1759,2248,2591,1676
KMT2A,5746,6129,6312,7958,8787,7042
MLLT1,2245,2618,2304,2274,2800,1768
AFF1,1939,2091,2104,2082,2504,1924
ACHE,5,8,15,9,9,9
MLLT3,389,453,369,457,561,442
AFDN,3382,3720,3690,3680,4492,3335
MLLT6,4241,5064,4513,4525,5382,3602
FOXO4,330,393,372,250,338,224
NR3C2,412,373,399,335,384,280
MMP1,89,78,77,71,66,71
MMP2,2,3,6,4,2,6
MMP8,24,12,22,4,7,5
ASGR1,16,15,22,20,29,18
MMP11,144,180,148,86,110,89
MMP13,10,10,11,6,8,3
MMP14,23098,26996,22789,19545,25283,15855
MMP15,299,393,305,252,320,202
MMP16,839,988,983,526,625,544
MMP17,2,9,5,4,8,4
MMP19,124,163,155,190,246,141
ALDH6A1,477,506,421,525,728,481
MN1,14,17,12,15,15,9
MNAT1,709,761,646,1000,1257,860
MNT,1084,1313,1094,1008,1150,767
MOCS1,1049,1280,999,1434,1706,1121
MOCS2,1009,1254,971,1522,1942,1388
ASIP,11,12,20,15,20,17
MOV10,3129,3641,3118,3832,4685,3088
ASL,278,347,304,557,699,416
MPG,829,1015,839,816,1032,611
MPI,1279,1524,1220,1337,1812,1094
MPL,6,9,6,12,21,8
MPP1,390,456,395,491,583,386
MPP2,131,189,184,249,322,193
MPP3,252,249,238,285,358,234
MPST,638,848,666,712,849,533
MPV17,576,663,564,578,664,465
MPZ,7,7,8,11,17,10
MRE11,1093,1210,1157,1503,1840,1387
ABCC1,2608,3035,2722,3202,3964,2627
ASMT,33,38,33,41,49,33
KLK14,3,2,3,2,5,3
GET3,3486,4146,3267,3288,4127,2570
LINC00615,2,3,3,4,3,4
MXRA7,2810,3317,2693,2582,3357,2150
THAP7-AS1,12,28,15,15,14,20
LOC439933,4,6,5,3,12,7
PRKCQ-AS1,9,3,6,23,29,29
SHLD2P3,521,581,473,548,694,500
LINC00857,289,350,302,428,516,346
LINC00863,275,296,267,229,264,182
ASNS,465,539,457,685,965,635
