Genes,WT_serum_Sc_2,R175_serum_A5,WT_doxo_Sc,WT_serum_A5_1,WT_doxo_A5,WT_serum_A5_2,WT_serum_Sc_1
LINC01547,439,426,416,192,313,648,406
MCHR2,8,37,15,5,20,13,6
CUL1,2947,2825,2332,2417,2177,3956,2840
KBTBD8,107,112,120,156,177,204,88
SANBR,219,200,317,232,301,376,237
MRPL43,1620,1497,1630,958,1270,2360,1563
SNORD35B,28,84,40,30,34,65,45
PGBD1,188,196,119,104,65,204,203
TMEM185A,356,311,473,198,430,655,401
MAK16,1175,1183,855,1042,795,1553,1215
ATRN,3007,3660,3902,2181,3740,4726,2800
PARD6G,132,132,211,112,196,286,132
FAXC,714,686,497,478,405,879,556
MAP1LC3A,7,9,11,2,34,7,3
FOXN1,13,5,28,4,14,20,10
SLC12A8,257,213,106,140,74,307,281
COL25A1,0,0,28,0,5,0,0
GNPTG,873,731,1064,535,960,1592,850
TTF2,6753,5187,3392,4098,2069,8161,6067
TPST2,190,176,339,183,241,316,192
TPST1,144,217,232,146,184,260,135
PARD6B,35822,40226,40723,30962,51331,59729,33927
ZBTB37,589,815,1313,525,1159,1018,523
TUBB6,1189,1313,3003,971,3287,2698,1107
ZGPAT,565,522,1066,281,829,1088,679
KLF11,1111,897,670,781,583,1496,1318
ZNF594,398,309,457,276,383,612,387
KIRREL3,28,22,33,32,18,53,29
KRBA1,225,258,315,154,259,474,285
ZNF469,137,140,752,102,1240,353,104
NTNG2,17,23,9,5,24,24,21
TNRC18,17352,18236,22310,8054,20149,27941,17767
TEAD2,1914,1720,1434,1026,1262,3021,1914
TTBK1,34,42,26,26,20,57,40
AFAP1L2,1025,745,3112,638,2343,1198,1093
KISS1R,64,50,37,11,40,116,78
SUPT3H,305,509,260,349,249,583,365
USP38,3189,3311,3817,2919,3454,5542,3202
MFSD14B,3502,3090,3140,2962,3193,5279,3220
C22orf23,103,125,197,99,203,214,102
DGAT2,126,235,152,102,410,259,166
EBPL,1228,1440,903,957,617,1856,1255
GLYR1,5805,5411,5978,3881,5399,9157,5728
LINC00852,158,120,218,93,153,186,159
CCDC62,8,14,11,9,6,11,1
DPY30,1533,1224,967,1165,741,1882,1345
GLIS2,12,18,33,6,8,22,7
MYPN,8,14,194,13,233,29,3
HES7,20,15,5,4,8,40,21
FAM126A,568,681,433,557,415,962,501
USP32,18445,21858,22771,18521,23740,33940,16806
SMARCA5,5438,5684,4967,4851,4774,8899,5025
CARD6,4,0,6,3,2,0,0
TRIM55,1,2,19,2,25,8,0
DSCR8,25,8,437,9,179,39,27
KDM2B,2857,2569,1793,1599,1511,3842,2524
SLC9A7,1930,2495,3362,2154,3490,4274,1694
ACCS,307,305,541,180,459,494,305
HINT2,451,401,288,195,223,633,447
INSM2,3,0,5,0,2,6,0
PPP1R9B,5015,4653,5308,2494,5130,8561,5033
C9orf24,5,2,7,2,9,11,5
MS4A14,3,2,15,2,1,4,1
GARIN1B,0,0,9,0,3,2,0
MCEE,358,267,194,156,113,320,269
LOXL3,466,416,190,259,166,511,518
ABHD1,67,65,70,18,55,87,81
CAPS2,24,50,30,37,32,50,31
CAT,2167,1773,2614,1496,1979,2698,1939
SORBS2,0,3,13,3,7,2,1
GTPBP3,1631,1224,903,591,637,2069,1577
GPT2,1040,1133,579,455,358,1324,986
BEX2,37,93,64,24,33,46,42
LNX1,123,121,244,98,183,220,128
MGARP,4,3,2,6,4,1,4
IRS4,6,6,7,0,7,14,7
HDGFL2,741,682,882,376,700,1251,736
LINC00260,9,15,27,5,27,14,18
PIGO,1580,1507,1538,741,1179,2266,1527
PSRC1,1854,1512,1294,863,699,2223,1672
PLEKHA8,1150,909,1283,856,1178,1838,934
PRRC2B,18260,17778,22026,11566,19145,27200,17729
SPSB2,185,183,231,84,249,302,171
OGT,6287,4987,7320,3578,5434,6947,5609
CBX2,7293,6602,5186,3624,4391,10535,7325
FAM167B,17,6,5,6,10,8,12
CNDP1,2,1,2,0,7,1,0
AFAP1-AS1,19,23,47,11,35,43,23
UNC119B,3072,2605,2624,1768,2194,4466,2686
USP30,953,890,914,636,716,1138,918
FUT10,595,602,429,406,294,815,475
B3GNT9,111,80,97,60,105,182,114
PCGF1,428,473,572,354,466,722,425
CDC42BPA,2890,3044,2788,2327,2596,4244,2699
CRACR2A,249,285,179,169,117,309,224
MPV17L2,558,802,733,400,763,1238,590
DDX11L2,80,56,113,36,89,106,79
ZNF607,529,455,634,337,470,664,579
DLGAP1-AS2,14,19,44,4,20,17,11
KMT5C,1066,965,1423,292,1172,1507,1106
HIRIP3,399,304,268,158,143,514,406
TUBA1C,11975,10863,7883,7447,8250,16304,10917
LINC00467,110,126,123,113,113,173,115
FAM220A,940,1178,1214,855,1103,1822,963
FOXD2-AS1,252,160,79,183,89,403,251
PYROXD2,839,929,3245,525,2055,1447,844
C19orf48,4520,4062,2989,1549,2224,5595,4193
RAE1,2774,3088,2999,2003,2531,4137,2854
GPAT3,107,77,181,29,125,82,87
MFSD9,707,766,821,561,1000,1224,611
NFKBID,348,256,349,102,220,465,349
PERM1,149,156,304,76,361,302,169
CROCCP2,587,521,688,357,520,964,519
OFD1,995,987,1350,741,1221,1627,879
BUD13,670,623,561,463,423,935,657
PLCD4,524,482,382,312,279,768,533
PLPP7,9,5,11,10,4,5,10
MGC12916,25,20,34,24,18,36,23
RTN4IP1,259,360,222,225,174,406,199
TXNDC17,302,356,270,218,232,671,277
IL17RC,1478,1394,1412,518,916,1900,1282
SEMA7A,59,69,85,36,162,117,49
POLR2J4,210,218,338,91,256,279,221
LMNB2,7473,6745,3170,4006,2516,11334,6951
SFT2D3,1009,1414,964,995,1003,1949,1085
CILP,1,0,13,6,1,10,1
ANKRD36BP1,952,810,902,584,698,1159,915
ATP5MK,1464,1762,1540,1472,1653,2817,1439
ABHD14B,1363,1349,1339,633,957,1802,1247
ARHGAP5-AS1,68,128,94,62,61,108,72
ZNF496,3146,3127,2052,1743,1824,4983,3163
RAX2,2,6,2,0,8,5,1
GALR3,21,16,5,9,5,39,16
HPDL,1608,1822,610,768,634,2613,1799
PHF5A,852,888,582,573,517,1298,879
MIR503HG,21,18,87,20,165,36,22
TRIM52,620,514,655,331,493,814,598
ATP1A1-AS1,238,230,600,205,435,426,225
ZNF503,503,429,628,367,613,999,584
LRCH3,1979,1822,2537,1583,1795,3001,1740
KLHL22,1049,720,1032,549,894,1650,1022
RIOX2,514,663,549,377,464,868,475
CCDC142,935,416,1084,460,785,1306,853
TMEM25,215,173,211,86,141,295,197
HAVCR2,2,2,7,0,1,1,1
CBR4,763,1168,941,792,754,1533,708
GEMIN2,369,431,196,266,181,509,406
RSPO3,1,3,5,4,5,0,0
AGBL4,10,11,25,7,5,17,13
ZC3H10,304,234,399,172,340,475,241
ZNF514,679,526,664,490,556,1035,495
PARP10,236,74,431,57,197,264,227
ORAI1,1761,1319,1069,807,802,2227,1649
ZBTB45,1728,1395,1530,734,1150,2161,1665
MFSD2A,25,77,31,38,61,101,32
RPUSD4,634,804,579,426,474,1105,530
AIFM2,659,666,597,351,521,1074,578
ZDHHC12,1345,1137,1260,605,1109,2502,1359
C1orf198,1830,1843,1666,1190,1362,2644,1925
SPPL2A,7258,7629,7150,5199,6212,10546,6482
ADO,2320,2141,1963,1721,2086,4025,2371
POMGNT2,293,411,191,240,219,591,344
FBH1,3094,3315,4133,2521,3527,5639,2852
LINGO1,248,210,95,116,140,406,236
MIGA2,1068,762,1321,390,1044,1602,1033
ATAD1,2531,3434,2370,2341,2234,4072,2583
TBRG1,721,633,836,419,671,920,582
PLXDC2,2405,2157,2575,2114,2248,3704,2264
TMTC4,1107,798,721,674,571,1518,1125
RGS5,67,54,59,48,60,88,86
RNFT2,538,603,509,355,344,847,496
NFATC2IP,4320,2968,4018,2193,2801,5267,3990
CEP89,270,240,301,150,235,327,268
ARHGEF39,469,374,224,292,118,606,400
ZNF341,291,253,417,145,389,441,261
FAM136A,2469,1884,1528,1380,1097,2615,2213
AOPEP,953,794,3033,706,2009,1683,826
MAP4K3,2054,2574,2362,2094,2535,3600,1946
TMEM87B,4008,3824,3619,2716,3286,5570,3644
SLC35B4,880,1159,902,700,673,1499,941
ATOH8,9,19,41,1,39,9,2
ZNF587,2327,2421,3376,1573,2702,3793,2130
FAM222A,1440,1120,667,806,559,2123,1400
UTP4,745,901,644,583,516,1050,769
LRP11,1912,1889,2144,1681,2363,3256,1984
PPP1R15B,13149,13600,17243,10209,17832,20202,12581
PRSS12,245,165,240,124,152,219,195
ALG10,1433,1332,812,955,586,1745,1237
FIZ1,597,505,530,294,468,824,607
FAM104A,1668,1578,1745,1399,1612,2660,1575
ZNF566,1319,938,602,972,414,1655,1180
SLC49A4,508,582,424,365,462,752,557
SPRYD3,2712,2950,3127,1423,3084,4952,2669
TMEM209,2290,2517,1427,1543,1239,2680,2076
FIBCD1,1647,1417,2288,545,1692,2826,1567
PPM1D,16558,12274,29444,15456,22116,28722,15954
MASTL,2470,1671,1327,1747,622,2521,2216
LINC01101,0,4,4,0,3,0,0
RAB2B,761,927,596,701,527,1251,755
C8orf76,176,203,213,135,195,341,154
RITA1,1569,1516,1120,722,950,2231,1689
ZFYVE19,876,606,967,475,847,1299,918
ZNRF1,4232,4906,5067,2551,5034,7494,4254
ATG4C,276,325,238,293,211,457,263
PWWP3A,1197,999,1741,661,1360,1964,1205
CORO6,7,4,3,2,8,9,9
HSH2D,461,395,473,277,408,855,486
WDR73,1602,1425,2127,949,1660,2411,1516
ABHD13,595,779,706,685,751,1069,572
LTV1,564,626,586,536,582,951,509
SERAC1,128,139,318,137,237,268,129
TIGD5,4,6,4,1,1,7,6
PPFIBP2,691,528,1028,373,639,849,659
PRPF38A,991,1092,979,852,745,1508,965
TNS4,32,10,55,13,53,32,32
CGNL1,66,67,102,40,99,87,87
MPND,667,714,1153,482,954,1341,678
NUDCD1,2422,2541,1917,2087,1673,3775,2426
RELT,480,325,338,204,279,825,507
SYTL1,975,1197,1763,352,1569,1716,943
UBASH3B,15,13,82,35,123,90,9
PPFIBP1,1393,1647,1880,1169,1575,2146,1351
CCDC183,273,298,338,141,230,541,334
FBXL20,1549,1528,1852,953,1556,2147,1431
AJUBA,2081,2062,3401,1220,3770,4227,1841
ALKBH6,313,302,530,125,368,457,343
LSM10,366,404,291,202,229,514,349
PNMA6A,39,51,39,24,40,65,30
TOX2,145,87,97,116,93,211,112
PPFIA4,562,350,382,262,293,748,489
ATG4D,636,785,689,376,616,1333,718
SNHG7,2035,2316,3044,945,2913,4080,2102
MFSD5,1309,1088,1201,716,1219,2195,1246
DISP1,195,168,176,140,153,271,185
FRMD5,322,252,320,232,399,465,299
RANBP3,1619,1513,1334,1032,1328,2567,1607
FAM222A-AS1,96,64,24,55,9,105,91
CEP19,71,38,127,63,87,118,59
FAM83A,42,35,346,11,241,56,29
ARHGAP19,1019,1243,540,682,420,1363,945
COX14,739,650,844,570,684,1226,750
PPP1R16A,2533,2107,2410,986,2068,4046,2456
JMJD1C-AS1,79,71,78,29,63,129,65
PPFIA2,51,38,104,46,47,93,44
RBM17,2450,2288,2302,1772,1890,3839,2550
UBL7,1074,1099,834,618,686,1545,1004
URB1-AS1,120,143,141,108,173,282,134
PPFIA1,3202,3094,4295,2464,4347,4956,3138
MGC16275,199,185,208,91,170,295,211
FAM86B1,92,127,95,99,62,136,94
RERG,1170,987,502,783,322,1608,1054
PHYKPL,1522,1576,2575,779,2003,2445,1479
MGC16025,11,0,6,6,7,7,6
SLC43A1,158,167,21,58,15,196,138
TCEAL3,124,128,248,94,228,259,136
TMEM128,434,755,577,344,477,843,465
TMEM141,1102,1016,1154,541,1043,2212,1112
USP45,1577,1654,1416,1314,1215,2557,1398
CFAP300,9,7,29,5,25,13,7
TMEM241,2589,2879,2943,1788,1837,3615,2544
PKP4,7318,6377,5671,5477,5081,9552,6929
REPS1,2550,3122,2094,2242,2001,3423,2494
TMEM60,413,337,368,272,307,574,330
ARRDC1-AS1,397,310,595,210,400,699,351
SMIM3,255,210,294,204,195,485,249
SNHG12,462,451,476,274,368,628,456
PIK3R3,3966,4038,12548,4058,10370,8942,3695
PEX3,606,739,495,474,357,902,486
PARG,1370,1464,1674,1290,1596,2318,1311
CNTNAP1,86,96,115,49,74,133,88
ENC1,1149,867,4730,970,6098,2002,1098
NIPSNAP1,4091,4596,4052,3375,3453,7228,4319
NDST2,1399,1364,2118,931,2140,2574,1317
KCNAB2,756,856,692,322,492,1167,845
ITGA10,34,8,52,13,46,55,38
IKBKG,181,170,412,111,317,326,185
ELP1,2331,2769,1557,1836,1313,3664,2236
IFITM1,326,285,290,109,181,434,348
HAT1,1934,1654,1462,1222,1004,2516,1834
GCM1,0,0,3,2,3,2,1
GAS7,0,0,4,1,23,0,0
H2AC12,4139,3189,715,1889,335,5596,4029
H2BC12,9689,9370,6416,7004,5323,13255,9262
DGKZ,5807,5560,6025,2842,5121,9675,5692
DGKE,2618,2207,1943,1904,1315,3484,2480
DGKD,1325,1097,1818,704,1287,1996,1310
KRTAP4-1,6,10,16,5,14,15,6
CYP4F2,7,3,4,2,6,6,3
CST7,12,16,22,4,22,23,6
COL27A1,154,142,260,65,125,166,152
FBF1,486,329,403,160,235,519,427
YBX3,3558,4334,3724,3270,3508,7570,3627
PPIL4,683,653,757,556,530,766,588
PAQR8,232,157,136,152,96,288,191
BAGE2,297,244,437,207,295,517,264
CPZ,520,434,645,253,444,1072,444
ABCC11,809,333,1795,406,877,1005,777
COPS3,1929,1940,1316,1640,1139,2639,1948
CHST1,79,20,192,32,104,99,98
CBX4,3846,4049,4803,2374,4165,5975,3780
SHANK3,897,724,583,366,713,1449,859
DGCR6L,1180,1114,1050,618,798,2078,1198
CAMK1,296,166,174,85,147,395,226
SYDE1,101,127,118,48,101,163,142
TRIM5,150,232,416,210,437,296,160
ZCCHC3,1183,1047,956,931,880,1922,1157
ALG2,1468,1585,1602,1123,1526,2030,1346
MYLK2,18,17,14,26,6,50,23
STRIP1,1760,1848,2496,1145,2204,2927,1945
BCAS1,217,147,838,176,561,318,200
KIAA1656,143,177,141,67,128,187,165
RIMBP3,48,36,22,29,19,111,65
MICALL1,1100,1086,1814,776,2029,2194,1170
TUBGCP6,2350,1760,3669,972,2755,3426,2215
KIAA1671,4845,4427,6739,2954,5432,6607,4360
BARX2,195,200,206,108,196,290,168
SNORD14B,58,94,35,51,51,82,60
SNORD14C,21,11,35,19,25,37,33
API5,5848,5474,5414,4601,4405,7749,5361
SNORD14D,22,17,43,22,41,46,24
SNORD14E,23,24,18,23,20,64,18
SLX9,684,711,652,375,642,1294,777
RGS8,4,1,14,1,25,2,4
AGPS,1,0,17,0,11,2,3
EAF1,3827,3757,4320,3211,4605,6721,3686
DNAJC14,2075,1965,2148,1305,1769,2942,1915
NKD1,13,8,8,4,5,22,14
NKD2,2,5,1,2,6,3,4
PPFIA3,2599,2424,2183,1175,1719,3978,2439
SLC45A3,78,119,159,83,117,177,88
RHPN2,2503,2467,3227,1965,2477,4127,2360
ZIC5,302,242,106,221,123,456,239
CCNB3,13,16,9,7,5,8,4
APOL1,1,1,11,0,2,3,1
LMO4,1052,1245,934,814,1019,1434,964
ZCRB1,1527,1698,1210,1308,1081,2433,1438
STON2,2208,1083,3718,1389,2920,2883,2023
PIR,73,85,45,43,42,174,71
DOCK7,1728,1900,1548,1600,1532,2704,1702
HELZ2,1602,968,5129,477,5184,2370,1500
KNDC1,79,104,234,19,276,106,80
LRRCC1,201,123,144,109,97,240,178
ZFHX2,238,171,533,146,485,524,169
CGGBP1,6372,6075,4213,5263,3708,8451,5942
ITPRIP,325,308,352,143,218,448,344
UNK,4105,3802,4996,2329,3843,6206,3837
CFAP74,0,1,3,0,17,9,0
TSPYL5,8236,8950,9251,6496,8552,13300,8093
DISP2,67,70,163,47,166,139,69
TNKS1BP1,4587,5018,5096,2128,4783,7427,4537
CIPC,2285,2329,2715,1951,2729,4023,2214
DIXDC1,254,329,161,227,152,389,249
CEP295,1649,1298,1418,1053,800,1726,1364
AP3B1,4391,4985,4036,3874,3524,6433,4101
TANC1,2675,2492,3688,2208,2999,4245,2629
FHDC1,1229,992,1380,786,1177,1568,1135
ZC3H12C,315,348,160,304,193,605,274
SSH2,1720,1606,1619,1334,1367,2624,1618
SELENOI,7952,7488,6225,5309,5502,10659,7204
FCN3,0,5,6,2,9,9,6
LBX2,54,35,43,28,37,59,55
GFM1,2585,3192,2485,2539,2382,4496,2494
SCIN,2195,3270,2706,1779,3660,3000,1899
CCDC65,131,162,63,93,89,216,91
DNAJC5B,1,4,10,0,1,1,3
BLZF1,1132,1150,1717,1165,1735,1779,1023
PSKH2,0,0,15,0,3,0,0
LGR5,0,0,15,0,14,7,1
RPPH1,191634,223535,318119,112403,258530,463434,202558
MAPKAPK5,1491,1341,1516,1145,1150,2129,1383
INE1,58,27,80,26,72,113,44
BHLHE40,9385,6313,10710,5784,10691,13127,9173
PIAS1,1695,1821,2157,1535,2214,2770,1519
CDC14B,183,165,191,112,204,330,167
CDC14A,231,133,723,133,476,293,201
TCAP,15,9,20,6,14,20,11
CDK10,2625,1977,3085,1138,2757,3985,2657
PRPF18,398,419,628,416,538,648,380
DEGS1,2504,1581,1774,1671,1161,3049,2604
DENR,3901,4043,3006,3344,2664,6214,3566
THOC5,1661,1931,1589,1178,1352,2333,1503
KMO,5,9,57,9,27,21,10
YARS1,2856,3572,1465,1872,1313,3875,2847
PDXK,10715,10021,9969,5390,8500,16336,10965
MADD,5226,5395,5551,3673,4986,8428,5249
RRP1,1209,1244,1106,658,1008,2092,1266
MKNK1,488,486,898,358,748,795,467
CAV1,49,36,305,26,424,41,52
KHSRP,14004,15193,10323,8322,9609,20729,13983
PDLIM4,6,1,29,0,14,15,2
CASK,1456,1680,2458,1611,4263,2557,1314
AKR7A2,2156,1794,1973,1145,1410,3367,2279
PRKRA,1501,1569,1043,1022,894,1867,1300
STK16,747,701,920,597,763,1235,748
CAV2,35,57,163,45,357,85,37
LY6D,3,1,172,1,104,11,8
GTPBP10,2400,2339,2387,1660,1911,3230,2067
OR7E2P,0,3,32,4,28,10,0
CAV3,6,0,1,2,5,4,1
ACTL6A,2819,2649,1874,2143,1886,3689,2476
RUNX2,374,692,787,341,1131,639,274
RGS20,16,25,48,18,57,39,16
NOP14,2063,2209,1683,1244,1390,3344,2041
FAM193A,2333,1795,2659,1514,1940,3139,2076
SLC25A12,494,590,336,342,269,755,474
PLA2G4C,81,119,302,71,164,126,84
RUVBL1,2267,2362,1811,1431,1450,3384,2104
RDH16,34,20,44,4,23,29,49
KLF7,105,129,674,123,654,240,106
RUNX1,3299,4633,4987,3447,5830,6260,3116
PLPP1,66,107,137,45,119,126,44
PLPP2,2469,2533,2304,1340,2189,4457,2392
PLPP3,331,463,612,318,691,633,375
STC2,9837,5726,12705,4309,8245,9638,9136
USO1,4079,5205,4113,3293,3656,5628,3709
CADPS,0,0,28,0,10,2,0
RUNX1T1,21,6,95,35,62,38,16
NPFF,54,36,47,8,25,56,30
CDK13,3831,3701,4355,3096,4112,6008,3520
PDE8B,116,122,122,101,98,146,116
ASMTL,191,29,72,0,77,71,130
PSMG1,1006,1092,637,865,494,1530,1014
RFXANK,649,675,668,347,564,1134,614
TP63,37,40,73,18,41,15,28
JRK,2045,2114,2320,912,1741,3085,2027
CBFA2T3,9083,6834,4880,4689,4384,12069,8773
HSD17B6,115,60,22,91,11,148,126
SKAP1,1,1,8,1,3,12,0
DNAH17,164,169,301,99,296,379,200
UNC5C,41,31,47,41,53,93,35
RTCA,363,306,551,207,377,435,327
RNASET2,414,446,570,322,563,743,374
SSNA1,1142,1088,915,511,794,1783,1206
EIF4EBP3,7,8,6,0,21,24,14
OASL,4,11,55,9,27,15,11
AOC3,11,8,24,11,23,9,12
PCDHGB4,41,19,60,9,58,38,24
DCHS1,17,11,6,0,24,16,5
PTCH2,44,42,40,91,21,88,46
AKR1C3,6,10,2,6,4,0,1
KCNK5,1960,2567,2351,994,2010,3758,2069
CHRD,171,89,1570,86,1232,310,180
NCOA1,2336,1934,2003,1816,1810,2831,2233
LAMTOR3,1340,1210,1530,1272,1363,1926,1117
CBFB,2967,3011,1919,2272,1894,4392,2976
NUMB,2563,2728,2685,1756,2828,3604,2226
SOCS1,87,80,159,28,158,159,122
DDX3Y,0,2,0,0,23,0,0
PDE5A,289,304,598,286,464,552,252
DYNLL1,4005,3262,3621,3171,3460,5865,3780
TNKS,2523,2458,3299,1786,2606,3337,2421
ALDH4A1,2514,2133,5735,1131,4149,4093,2669
IRS2,3441,2757,4994,1150,2894,3609,3837
EIF3A,10755,11475,11561,9120,11131,16878,9818
EIF3B,12316,14083,9915,8662,9733,20980,12079
EIF3C,348,635,142,56,130,228,161
EIF3D,5390,6213,5856,4443,6192,8601,5189
EIF3F,7775,8119,7760,5991,7591,14522,7399
EIF3G,2054,2584,2454,1317,2497,3962,2056
EIF3H,8178,8295,7603,7363,7907,12972,7674
EIF3I,3460,4414,3420,3202,3425,6361,3576
EIF3J,2935,2742,2536,2174,1948,3498,2859
CBL,5659,5934,5817,4593,5769,10011,5095
SLC4A4,0,1,16,0,45,4,1
EIF4G3,3626,3480,4572,2943,3745,4675,3192
VAMP8,950,771,1295,677,1238,1654,816
VAMP4,414,492,414,299,353,518,369
STX16,6066,7071,9353,4825,7714,9588,5575
STX11,3,1,5,1,10,4,1
STX10,945,814,1071,495,809,1591,924
BECN1,1244,1261,1699,949,1602,1861,1158
CBLB,927,992,2306,993,1909,1573,881
PEA15,4071,2840,3752,2995,3817,6015,3551
SRSF9,2199,2374,2068,1362,1855,4353,2044
JRKL,106,83,152,91,188,216,92
HYAL2,801,815,974,503,1006,1435,796
GALNT4,32,34,32,6,18,34,8
DGAT1,829,728,1116,366,925,1287,803
CDC23,3555,3944,2702,2785,2282,5165,3469
ACTN1,4832,4766,5281,3483,5469,7686,4700
DNAH11,88,74,138,60,106,138,85
B4GALT4,229,372,304,226,271,455,251
B4GALT3,2350,2192,2265,1025,1421,3194,2490
B4GALT2,2320,2237,1513,1133,1400,3399,2321
B3GALNT1,2551,3194,1432,2243,1289,4413,2487
B3GALT2,61,59,150,107,135,249,79
B3GALT1,0,2,4,6,29,6,0
SERPINH1,3440,3895,4145,2607,4510,7891,3341
TNK1,579,452,721,272,610,883,622
ABCC3,1139,712,7598,486,6700,1611,1127
TRADD,326,218,484,133,424,389,289
PNPT1,1637,2450,1537,1558,1406,2772,1640
TNFRSF25,539,461,717,222,522,719,586
MBTPS1,17156,15897,15839,12431,13506,23478,17009
EDF1,2034,1803,2238,1000,2348,3317,1941
CTSF,143,77,187,84,113,224,141
SNX4,1290,1220,1250,892,1105,1818,1126
SNX3,3944,3962,3197,3898,3152,5716,3888
URI1,3457,3871,2935,3220,2612,5758,3137
EED,1262,1029,1150,943,910,1750,1181
CTNNAL1,1121,899,455,852,394,1101,1029
ADAM19,21,14,21,3,14,21,28
GBF1,4527,3500,6320,2456,4312,5164,4421
CBR1,483,498,456,394,426,806,441
RNMT,2715,2627,3006,1761,2439,3384,2489
RNGTT,1394,1604,1213,1271,1243,2285,1270
GPAA1,3052,2364,2644,1068,2477,4897,3051
MYOM1,21,12,41,9,57,36,14
RIPK1,1766,1504,1828,1206,1592,2289,1677
CRADD,259,196,198,150,213,326,217
HRK,20,9,27,13,9,28,22
CBR3,180,132,411,98,324,265,140
TNFSF13,106,64,94,41,68,137,98
TNFSF12,1,1,0,0,5,5,0
TNFSF9,25,38,75,14,125,69,11
ADAM23,30,42,103,40,138,73,47
ADAM21,11,0,33,14,8,21,8
ADAM20,61,16,177,43,148,124,66
CBS,818,852,654,270,560,1064,1024
ADAM15,7278,5862,6472,3248,5079,11098,7117
ADAM9,1755,2791,2172,2000,3059,3395,1535
ADAM1A,280,264,321,194,274,444,259
CDS2,2349,1909,2244,1425,1834,3039,2108
PABPC4,4560,6361,4456,4042,5044,8532,4509
CD164,17184,17501,14965,13799,13765,25536,16546
RAB11A,4510,4598,5433,4141,5600,6959,4107
RIPK2,2077,2189,1602,1569,1282,2678,1986
TNFRSF6B,20,24,28,8,32,29,31
FADD,1220,1172,1371,861,1239,2003,1232
SNAP23,1359,1695,1273,964,1101,1776,1303
NAPG,2675,3257,3108,2525,2985,4461,2464
NAPA,2097,2346,2840,1524,2605,3701,1931
MTMR1,3223,2578,3207,1852,2275,4078,3118
GGACT,157,184,238,104,190,230,143
MPDZ,1104,1113,1412,1059,1296,1782,1030
SIGLEC5,7,0,3,0,0,1,1
RIOK3,1468,1397,2303,1030,1650,1923,1372
TNFRSF18,23,21,16,3,6,18,29
MATN4,5,8,16,4,7,8,11
RGS11,66,62,158,10,88,84,71
RGS9,0,5,10,2,10,2,3
DLK1,41,10,18,16,4,34,44
FBP2,54,28,73,22,38,61,39
FPGT,199,161,125,131,102,204,143
TNFRSF11A,329,472,408,284,400,741,270
TNFRSF10D,2,1,3,5,2,1,0
TNFRSF10C,11,14,341,39,323,138,22
TNFRSF10B,3107,2984,7199,2454,6031,5599,2963
TNFRSF10A,691,652,948,497,730,963,707
DYRK4,22,14,3,12,9,11,39
PEX11B,1802,1501,1951,1137,1478,2460,1754
ACTN2,0,8,1,0,5,6,4
PEX11A,692,628,981,572,686,1017,746
SUCLG2,1731,1927,1561,1625,1454,3013,1643
SUCLG1,2015,2113,1543,1741,1312,2809,1780
SUCLA2,766,737,678,609,679,964,756
CREG1,4051,3848,2746,3178,2369,5989,3860
TRIM24,3787,3337,3991,2975,3260,4748,3605
IL18R1,0,10,0,0,1,6,0
GALR2,29,42,27,20,28,40,15
CCNK,2677,2984,3404,2234,3174,4213,2571
DPM1,1393,1467,1544,1142,1448,2407,1275
CDKL1,193,189,158,98,96,218,160
BANF1,4909,4489,3475,3221,3098,7437,4373
DCAF5,2153,1803,3609,1667,3087,3189,1852
FGF18,27,32,353,37,484,57,13
DPM2,1416,1119,1447,687,1121,2094,1421
SAP30,393,384,227,222,108,482,329
HESX1,12,62,23,40,12,48,34
INPP4B,5683,5304,10936,5747,11331,10011,5133
FGF17,0,2,3,0,12,2,0
CES2,1185,1226,1799,697,1388,1889,1138
LIN7A,2681,1252,2996,2319,2525,3268,2488
IQGAP1,8503,8206,11569,6940,12718,11517,7582
NRP2,21,13,23,5,58,23,14
NRP1,2053,2030,6995,1661,5860,3674,1833
KYAT1,257,149,145,108,63,287,249
SYNGAP1,29,22,25,7,32,51,45
CD84,0,0,9,0,5,0,0
GMPS,9105,8578,5385,6986,4150,12410,8575
TMEM11,941,740,731,614,655,1394,927
SOCS2,63,66,183,74,313,129,69
GGH,738,575,264,384,99,787,606
CFLAR,1820,1984,3162,1293,2343,2477,1779
CCN6,2,3,0,5,4,7,0
CCN5,62,101,2163,36,3260,160,63
HDAC3,2507,2494,2411,1814,2108,3981,2283
PROM1,1,5,3,0,8,0,0
HCAR3,7,9,36,0,2,22,18
KSR1,92,136,674,71,693,224,108
ANKRD13A,1512,1300,1595,1066,1096,1764,1428
ALKBH1,732,560,738,593,608,1009,661
DLEU2,193,140,180,118,172,285,166
TSC22D1,5304,5153,8521,3794,6979,7322,4794
KAT2B,310,136,554,216,352,347,251
CDK5R1,426,394,312,218,241,525,450
ASAP2,2630,2380,1539,2042,1534,3369,2219
ALDH1A2,4,1,3,3,14,0,2
NR1I2,3,2,8,2,7,3,2
FCGBP,147,108,123,71,99,180,180
PROZ,17,17,28,9,30,23,28
LDB1,2818,2482,4344,1588,3630,4576,2792
APLN,16,13,4,10,1,53,18
PER3,2804,2400,2365,2000,1965,4077,2867
PER2,804,988,886,731,1025,1422,866
SYNJ1,1092,651,1035,701,730,1150,929
ST3GAL5,84,227,105,99,108,249,105
IER3,16,12,14,13,18,29,12
SYNJ2,1559,930,2544,1013,2320,2255,1583
